#distance(cm)	 time(ms) 
8.449	19543.0
7.99	19559.0
8.738000000000001	19577.0
7.888000000000001	19593.0
7.99	19610.0
8.449	19626.0
7.531000000000001	19643.0
7.99	19660.0
8.993	19676.0
9.112	19693.0
8.704	19710.0
8.347000000000001	19726.0
9.418000000000001	19743.0
9.554	19759.0
9.163	19777.0
9.248000000000001	19793.0
9.962000000000002	19809.0
9.265	19826.0
9.656	19843.0
9.860000000000001	19859.0
9.673	19876.0
10.115	19893.0
10.319	19910.0
10.013	19926.0
10.727	19942.0
10.370000000000001	19960.0
10.965000000000002	19976.0
10.778	19993.0
11.067	20009.0
